E;dN_dE
0.9786786786786745;2.3166736812810944
1.11261261261261;2.176896784350985
1.2252252252252216;1.8632463119315616
1.336936936936933;1.7508270317357268
1.4930930930930906;1.6451905877536641
1.648948948948945;1.5947870582948225
1.78318318318318;1.4526539259467812
1.917417417417413;1.3231882072236476
2.073873873873872;1.2052609368708438
2.1858858858858827;1.0978437670592496
2.3201201201201176;1.000000000000001
2.4765765765765746;0.9108764197647733
2.6108108108108077;0.8296958520834924
2.7672672672672647;0.7557503872394937
2.8792792792792756;0.6883952069645504
3.0357357357357344;0.6270429615030998
3.1699699699699675;0.5711586478126435
3.326726726726724;0.5043159487171364
3.4612612612612583;0.445295850994266
3.595495495495493;0.4056094904897646
3.7300300300300275;0.35814101001254517
3.886786786786784;0.3162277660168383
4.021321321321318;0.27921962915248755
4.111111111111109;0.25433457613046506
4.245945945945943;0.21768967843509854
4.403003003002999;0.18632463119315618
4.51561561561561;0.15947870582948226
4.6723723723723705;0.14081491217648334
4.8297297297297295;0.11683354854432937
4.964264264264264;0.10316051783820808
5.076576576576576;0.09108764197647742
5.233633633633632;0.07796360130405244
5.368168168168166;0.06883952069645503
5.503003003003;0.05892102187612301
5.6375375375375345;0.05202549442372693
5.74984984984985;0.045936950579774025
5.83993993993994;0.040560949048976454
5.907807807807808;0.035814101001254595
6.02042042042042;0.030653952950565267
6.11051051051051;0.027066520700332386
6.2006006006006;0.023898925662310503
6.313213213213215;0.02045553350050197
6.448348348348345;0.016971871297521354
6.583183183183179;0.014526539259467798
6.718018018018016;0.01243353423777598
6.853153153153153;0.010316051783820808
6.966066066066064;0.008559185374914628
7.078978978978979;0.007101520602780351
7.125225225225224;0.005892102187612301
7.237837837837835;0.005043159487171364
7.306006006006003;0.004316533692595905
7.3297297297297295;0.0036946012051993064
7.464864864864863;0.003065395295056527
